Diseases & Risk Factors,Indicator Name,Cancer Type,Year,Country Name,Region,Gender,Area,Numeric,Lower Confidence Limit,Upper Confidence Limit,Comment
Obesity/unhealthy diet,NCD age-standardized death rate,,2005,India,South-East Asia Region,Total,,530,no data,no data,
Obesity/unhealthy diet,NCD age-standardized death rate,,2005,India,South-East Asia Region,Males,,606,no data,no data,
Obesity/unhealthy diet,NCD age-standardized death rate,,2005,India,South-East Asia Region,Females,,460,no data,no data,
Obesity/unhealthy diet,NCD age-standardized death rate,,2006,India,South-East Asia Region,Total,,537,no data,no data,
Obesity/unhealthy diet,NCD age-standardized death rate,,2006,India,South-East Asia Region,Males,,606,no data,no data,
Obesity/unhealthy diet,NCD age-standardized death rate,,2006,India,South-East Asia Region,Females,,471,no data,no data,
Obesity/unhealthy diet,NCD age-standardized death rate,,2007,India,South-East Asia Region,Total,,555,no data,no data,
Obesity/unhealthy diet,NCD age-standardized death rate,,2007,India,South-East Asia Region,Males,,631,no data,no data,
Obesity/unhealthy diet,NCD age-standardized death rate,,2007,India,South-East Asia Region,Females,,484,no data,no data,
Obesity/unhealthy diet,NCD age-standardized death rate,,2008,India,South-East Asia Region,Total,,561,no data,no data,
Obesity/unhealthy diet,NCD age-standardized death rate,,2008,India,South-East Asia Region,Males,,641,no data,no data,
Obesity/unhealthy diet,NCD age-standardized death rate,,2008,India,South-East Asia Region,Females,,486,no data,no data,
Obesity/unhealthy diet,NCD age-standardized death rate,,2009,India,South-East Asia Region,Total,,549,no data,no data,
Obesity/unhealthy diet,NCD age-standardized death rate,,2009,India,South-East Asia Region,Males,,631,no data,no data,
Obesity/unhealthy diet,NCD age-standardized death rate,,2009,India,South-East Asia Region,Females,,473,no data,no data,
Obesity/unhealthy diet,NCD age-standardized death rate,,2010,India,South-East Asia Region,Total,,551,no data,no data,
Obesity/unhealthy diet,NCD age-standardized death rate,,2010,India,South-East Asia Region,Males,,640,no data,no data,
Obesity/unhealthy diet,NCD age-standardized death rate,,2010,India,South-East Asia Region,Females,,468,no data,no data,
Obesity/unhealthy diet,NCD age-standardized death rate,,2011,India,South-East Asia Region,Total,,558,no data,no data,
Obesity/unhealthy diet,NCD age-standardized death rate,,2011,India,South-East Asia Region,Males,,647,no data,no data,
Obesity/unhealthy diet,NCD age-standardized death rate,,2011,India,South-East Asia Region,Females,,475,no data,no data,
Obesity/unhealthy diet,NCD age-standardized death rate,,2012,India,South-East Asia Region,Total,,563,no data,no data,
Obesity/unhealthy diet,NCD age-standardized death rate,,2012,India,South-East Asia Region,Males,,641,no data,no data,
Obesity/unhealthy diet,NCD age-standardized death rate,,2012,India,South-East Asia Region,Females,,490,no data,no data,
Obesity/unhealthy diet,NCD age-standardized death rate,,2013,India,South-East Asia Region,Total,,582,no data,no data,
Obesity/unhealthy diet,NCD age-standardized death rate,,2013,India,South-East Asia Region,Males,,666,no data,no data,
Obesity/unhealthy diet,NCD age-standardized death rate,,2013,India,South-East Asia Region,Females,,506,no data,no data,
Obesity/unhealthy diet,NCD age-standardized death rate,,2014,India,South-East Asia Region,Total,,599,no data,no data,
Obesity/unhealthy diet,NCD age-standardized death rate,,2014,India,South-East Asia Region,Males,,694,no data,no data,
Obesity/unhealthy diet,NCD age-standardized death rate,,2014,India,South-East Asia Region,Females,,515,no data,no data,
Obesity/unhealthy diet,NCD age-standardized death rate,,2015,India,South-East Asia Region,Total,,588,no data,no data,
Obesity/unhealthy diet,NCD age-standardized death rate,,2015,India,South-East Asia Region,Males,,674,no data,no data,
Obesity/unhealthy diet,NCD age-standardized death rate,,2015,India,South-East Asia Region,Females,,512,no data,no data,
Obesity/unhealthy diet,NCD age-standardized death rate,,2016,India,South-East Asia Region,Total,,581,no data,no data,
Obesity/unhealthy diet,NCD age-standardized death rate,,2016,India,South-East Asia Region,Males,,658,no data,no data,
Obesity/unhealthy diet,NCD age-standardized death rate,,2016,India,South-East Asia Region,Females,,511,no data,no data,
Obesity/unhealthy diet,NCD age-standardized death rate,,2017,India,South-East Asia Region,Total,,578,no data,no data,
Obesity/unhealthy diet,NCD age-standardized death rate,,2017,India,South-East Asia Region,Males,,649,no data,no data,
Obesity/unhealthy diet,NCD age-standardized death rate,,2017,India,South-East Asia Region,Females,,513,no data,no data,
Obesity/unhealthy diet,NCD age-standardized death rate,,2018,India,South-East Asia Region,Total,,579,no data,no data,
Obesity/unhealthy diet,NCD age-standardized death rate,,2018,India,South-East Asia Region,Males,,653,no data,no data,
Obesity/unhealthy diet,NCD age-standardized death rate,,2018,India,South-East Asia Region,Females,,510,no data,no data,
Obesity/unhealthy diet,NCD age-standardized death rate,,2019,India,South-East Asia Region,Total,,577,no data,no data,"In this geography, some NCD deaths were included in a separate category called “other pandemic-related mortality” in 2020 and 2021 due to incomplete or low-quality vital registration data. Because this may have affected trends between 2019 to 2021, only data through 2019 are displayed here. "
Obesity/unhealthy diet,NCD age-standardized death rate,,2019,India,South-East Asia Region,Males,,656,no data,no data,"In this geography, some NCD deaths were included in a separate category called “other pandemic-related mortality” in 2020 and 2021 due to incomplete or low-quality vital registration data. Because this may have affected trends between 2019 to 2021, only data through 2019 are displayed here. "
Obesity/unhealthy diet,NCD age-standardized death rate,,2019,India,South-East Asia Region,Females,,504,no data,no data,"In this geography, some NCD deaths were included in a separate category called “other pandemic-related mortality” in 2020 and 2021 due to incomplete or low-quality vital registration data. Because this may have affected trends between 2019 to 2021, only data through 2019 are displayed here. "
Obesity/unhealthy diet,CVD age-standardized death rate,,2000,India,South-East Asia Region,Total,,230,no data,no data,
Obesity/unhealthy diet,CVD age-standardized death rate,,2000,India,South-East Asia Region,Males,,261,no data,no data,
Obesity/unhealthy diet,CVD age-standardized death rate,,2000,India,South-East Asia Region,Females,,200,no data,no data,
Obesity/unhealthy diet,CVD age-standardized death rate,,2001,India,South-East Asia Region,Total,,226,no data,no data,
Obesity/unhealthy diet,CVD age-standardized death rate,,2001,India,South-East Asia Region,Males,,260,no data,no data,
Obesity/unhealthy diet,CVD age-standardized death rate,,2001,India,South-East Asia Region,Females,,195,no data,no data,
Obesity/unhealthy diet,CVD age-standardized death rate,,2002,India,South-East Asia Region,Total,,228,no data,no data,
Obesity/unhealthy diet,CVD age-standardized death rate,,2002,India,South-East Asia Region,Males,,260,no data,no data,
Obesity/unhealthy diet,CVD age-standardized death rate,,2002,India,South-East Asia Region,Females,,197,no data,no data,
Obesity/unhealthy diet,CVD age-standardized death rate,,2003,India,South-East Asia Region,Total,,231,no data,no data,
Obesity/unhealthy diet,CVD age-standardized death rate,,2003,India,South-East Asia Region,Males,,266,no data,no data,
Obesity/unhealthy diet,CVD age-standardized death rate,,2003,India,South-East Asia Region,Females,,197,no data,no data,
Obesity/unhealthy diet,CVD age-standardized death rate,,2004,India,South-East Asia Region,Total,,229,no data,no data,
Obesity/unhealthy diet,CVD age-standardized death rate,,2004,India,South-East Asia Region,Males,,269,no data,no data,
Obesity/unhealthy diet,CVD age-standardized death rate,,2004,India,South-East Asia Region,Females,,192,no data,no data,
Obesity/unhealthy diet,CVD age-standardized death rate,,2005,India,South-East Asia Region,Total,,228,no data,no data,
Obesity/unhealthy diet,CVD age-standardized death rate,,2005,India,South-East Asia Region,Males,,266,no data,no data,
Obesity/unhealthy diet,CVD age-standardized death rate,,2005,India,South-East Asia Region,Females,,193,no data,no data,
Obesity/unhealthy diet,CVD age-standardized death rate,,2006,India,South-East Asia Region,Total,,233,no data,no data,
Obesity/unhealthy diet,CVD age-standardized death rate,,2006,India,South-East Asia Region,Males,,268,no data,no data,
Obesity/unhealthy diet,CVD age-standardized death rate,,2006,India,South-East Asia Region,Females,,200,no data,no data,
Obesity/unhealthy diet,CVD age-standardized death rate,,2007,India,South-East Asia Region,Total,,242,no data,no data,
Obesity/unhealthy diet,CVD age-standardized death rate,,2007,India,South-East Asia Region,Males,,280,no data,no data,
Obesity/unhealthy diet,CVD age-standardized death rate,,2007,India,South-East Asia Region,Females,,206,no data,no data,
Obesity/unhealthy diet,CVD age-standardized death rate,,2008,India,South-East Asia Region,Total,,245,no data,no data,
Obesity/unhealthy diet,CVD age-standardized death rate,,2008,India,South-East Asia Region,Males,,285,no data,no data,
Obesity/unhealthy diet,CVD age-standardized death rate,,2008,India,South-East Asia Region,Females,,207,no data,no data,
Obesity/unhealthy diet,CVD age-standardized death rate,,2009,India,South-East Asia Region,Total,,241,no data,no data,
Obesity/unhealthy diet,CVD age-standardized death rate,,2009,India,South-East Asia Region,Males,,282,no data,no data,
Obesity/unhealthy diet,CVD age-standardized death rate,,2009,India,South-East Asia Region,Females,,201,no data,no data,
Obesity/unhealthy diet,CVD age-standardized death rate,,2010,India,South-East Asia Region,Total,,243,no data,no data,
Obesity/unhealthy diet,CVD age-standardized death rate,,2010,India,South-East Asia Region,Males,,288,no data,no data,
Obesity/unhealthy diet,CVD age-standardized death rate,,2010,India,South-East Asia Region,Females,,200,no data,no data,
Obesity/unhealthy diet,CVD age-standardized death rate,,2011,India,South-East Asia Region,Total,,247,no data,no data,
Obesity/unhealthy diet,CVD age-standardized death rate,,2011,India,South-East Asia Region,Males,,294,no data,no data,
Obesity/unhealthy diet,CVD age-standardized death rate,,2011,India,South-East Asia Region,Females,,204,no data,no data,
Obesity/unhealthy diet,CVD age-standardized death rate,,2012,India,South-East Asia Region,Total,,252,no data,no data,
Obesity/unhealthy diet,CVD age-standardized death rate,,2012,India,South-East Asia Region,Males,,293,no data,no data,
Obesity/unhealthy diet,CVD age-standardized death rate,,2012,India,South-East Asia Region,Females,,212,no data,no data,
Obesity/unhealthy diet,CVD age-standardized death rate,,2013,India,South-East Asia Region,Total,,260,no data,no data,
Obesity/unhealthy diet,CVD age-standardized death rate,,2013,India,South-East Asia Region,Males,,305,no data,no data,
Obesity/unhealthy diet,CVD age-standardized death rate,,2013,India,South-East Asia Region,Females,,219,no data,no data,
Obesity/unhealthy diet,CVD age-standardized death rate,,2014,India,South-East Asia Region,Total,,268,no data,no data,
Obesity/unhealthy diet,CVD age-standardized death rate,,2014,India,South-East Asia Region,Males,,318,no data,no data,
Obesity/unhealthy diet,CVD age-standardized death rate,,2014,India,South-East Asia Region,Females,,224,no data,no data,
Obesity/unhealthy diet,CVD age-standardized death rate,,2015,India,South-East Asia Region,Total,,261,no data,no data,
Obesity/unhealthy diet,CVD age-standardized death rate,,2015,India,South-East Asia Region,Males,,307,no data,no data,
Obesity/unhealthy diet,CVD age-standardized death rate,,2015,India,South-East Asia Region,Females,,220,no data,no data,
Obesity/unhealthy diet,CVD age-standardized death rate,,2016,India,South-East Asia Region,Total,,259,no data,no data,
Obesity/unhealthy diet,CVD age-standardized death rate,,2016,India,South-East Asia Region,Males,,301,no data,no data,
Obesity/unhealthy diet,CVD age-standardized death rate,,2016,India,South-East Asia Region,Females,,221,no data,no data,
Obesity/unhealthy diet,CVD age-standardized death rate,,2017,India,South-East Asia Region,Total,,256,no data,no data,
Obesity/unhealthy diet,CVD age-standardized death rate,,2017,India,South-East Asia Region,Males,,296,no data,no data,
Obesity/unhealthy diet,CVD age-standardized death rate,,2017,India,South-East Asia Region,Females,,219,no data,no data,
Obesity/unhealthy diet,CVD age-standardized death rate,,2018,India,South-East Asia Region,Total,,257,no data,no data,
Obesity/unhealthy diet,CVD age-standardized death rate,,2018,India,South-East Asia Region,Males,,299,no data,no data,
Obesity/unhealthy diet,CVD age-standardized death rate,,2018,India,South-East Asia Region,Females,,219,no data,no data,
Obesity/unhealthy diet,CVD age-standardized death rate,,2019,India,South-East Asia Region,Total,,257,no data,no data,"In this geography, some NCD deaths were included in a separate category called “other pandemic-related mortality” in 2020 and 2021 due to incomplete or low-quality vital registration data. Because this may have affected trends between 2019 to 2021, only data through 2019 are displayed here. "
Obesity/unhealthy diet,CVD age-standardized death rate,,2019,India,South-East Asia Region,Males,,301,no data,no data,"In this geography, some NCD deaths were included in a separate category called “other pandemic-related mortality” in 2020 and 2021 due to incomplete or low-quality vital registration data. Because this may have affected trends between 2019 to 2021, only data through 2019 are displayed here. "
